OID_,Join_Count,TARGET_FID,FID_1,STATEFP10,PLACEFP10,PLACENS10,GEOID10,NAME10,NAMELSAD10,STATEFP,COUNTYFP,COUNTYNS,GEOID,COUNTY_NAME
1157,1,1156,1157,06,56518,02409052,0656518,Penn Valley,Penn Valley CDP,06,057,01682927,06057,Nevada
1158,1,1157,1158,06,14454,02628721,0614454,Cold Springs,Cold Springs CDP,06,109,00277319,06109,Tuolumne
1159,1,1158,1159,06,12818,02612476,0612818,Cherokee,Cherokee CDP,06,007,01675842,06007,Butte
1160,1,1159,1160,06,72492,02628790,0672492,Soda Springs,Soda Springs CDP,06,057,01682927,06057,Nevada
1161,1,1160,1161,06,80515,02583168,0680515,Trona,Trona CDP,06,027,01804637,06027,Inyo
1162,1,1161,1162,06,75322,02628792,0675322,Strawberry,Strawberry CDP,06,109,00277319,06109,Tuolumne
1163,1,1162,1163,06,14148,02612477,0614148,Clipper Mills,Clipper Mills CDP,06,007,01675842,06007,Butte
1164,1,1163,1164,06,37484,02583042,0637484,Johnstonville,Johnstonville CDP,06,035,01693324,06035,Lassen
1165,1,1164,1165,06,24526,02628731,0624526,Floriston,Floriston CDP,06,057,01682927,06057,Nevada
1166,1,1165,1166,06,00982,02582931,0600982,Alleghany,Alleghany CDP,06,091,00277310,06091,Sierra
1167,1,1166,1167,06,62200,02612487,0662200,Robinson Mill,Robinson Mill CDP,06,007,01675842,06007,Butte
1168,1,1167,1168,06,30714,02628735,0630714,Graniteville,Graniteville CDP,06,057,01682927,06057,Nevada
1169,1,1168,1169,06,10004,02582957,0610004,Calpine,Calpine CDP,06,091,00277310,06091,Sierra
1170,1,1169,1170,06,74186,02612488,0674186,Stirling City,Stirling City CDP,06,007,01675842,06007,Butte
1171,1,1170,1171,06,37134,02611437,0637134,Janesville,Janesville CDP,06,035,01693324,06035,Lassen
1172,1,1171,1172,06,34405,02583036,0634405,Homewood Canyon,Homewood Canyon CDP,06,027,01804637,06027,Inyo
1173,1,1172,1173,06,83570,02628797,0683570,Washington,Washington CDP,06,057,01682927,06057,Nevada
1174,1,1173,1174,06,19794,02583000,0619794,Downieville,Downieville CDP,06,091,00277310,06091,Sierra
1175,1,1174,1175,06,57036,02583112,0657036,Pike,Pike CDP,06,091,00277310,06091,Sierra
1176,1,1175,1176,06,86678,02612489,0686678,Yankee Hill,Yankee Hill CDP,06,007,01675842,06007,Butte
1177,1,1176,1177,06,01651,02407740,0601651,Amesti,Amesti CDP,06,087,00277308,06087,Santa Cruz
1178,1,1177,1178,06,70336,02583131,0670336,Sattley,Sattley CDP,06,091,00277310,06091,Sierra
1179,1,1178,1179,06,13910,02611428,0613910,Clear Creek,Clear Creek CDP,06,035,01693324,06035,Lassen
1180,1,1179,1180,06,02378,02407750,0602378,Aptos,Aptos CDP,06,087,00277308,06087,Santa Cruz
1181,1,1180,1181,06,47472,02628757,0647472,Milford,Milford CDP,06,035,01693324,06035,Lassen
1182,1,1181,1182,06,71774,02583138,0671774,Sierra Brooks,Sierra Brooks CDP,06,091,00277310,06091,Sierra
1183,1,1182,1183,06,38604,02628744,0638604,Kingvale,Kingvale CDP,06,057,01682927,06057,Nevada
1184,1,1183,1184,06,02382,02407751,0602382,Aptos Hills-Larkin Valley,Aptos Hills-Larkin Valley CDP,06,087,00277308,06087,Santa Cruz
1185,1,1184,1185,06,24918,02612481,0624918,Forest Ranch,Forest Ranch CDP,06,007,01675842,06007,Butte
1186,1,1185,1186,06,41782,02628751,0641782,Litchfield,Litchfield CDP,06,035,01693324,06035,Lassen
1187,1,1186,1187,06,71778,02583139,0671778,Sierra City,Sierra City CDP,06,091,00277310,06091,Sierra
1188,1,1187,1188,06,52246,02628766,0652246,North San Juan,North San Juan CDP,06,057,01682927,06057,Nevada
1189,1,1188,1189,06,71848,02583141,0671848,Sierraville,Sierraville CDP,06,091,00277310,06091,Sierra
1190,1,1189,1190,06,52610,02628767,0652610,Nubieber,Nubieber CDP,06,035,01693324,06035,Lassen
1191,1,1190,1191,06,05332,02407827,0605332,Ben Lomond,Ben Lomond CDP,06,087,00277308,06087,Santa Cruz
1192,1,1191,1192,06,63106,02628785,0663106,Rough and Ready,Rough and Ready CDP,06,057,01682927,06057,Nevada
1193,1,1192,1193,06,38024,02612483,0638024,Kelly Ridge,Kelly Ridge CDP,06,007,01675842,06007,Butte
1194,1,1193,1194,06,06150,02407832,0606150,Bertsch-Oceanview,Bertsch-Oceanview CDP,06,015,01682074,06015,Del Norte
1195,1,1194,1195,06,82334,02583175,0682334,Verdi,Verdi CDP,06,091,00277310,06091,Sierra
1196,1,1195,1196,06,06406,02407838,0606406,Big Bear City,Big Bear City CDP,06,071,00277300,06071,San Bernardino
1197,1,1196,1197,06,38702,02408492,0638702,Klamath,Klamath CDP,06,015,01682074,06015,Del Norte
1198,1,1197,1198,06,07652,02407892,0607652,Boulder Creek,Boulder Creek CDP,06,087,00277308,06087,Santa Cruz
1199,1,1198,1199,06,34428,02612482,0634428,Honcut,Honcut CDP,06,007,01675842,06007,Butte
1200,1,1199,1200,06,72380,02611450,0672380,Smith River,Smith River CDP,06,015,01682074,06015,Del Norte
1201,1,1200,1201,06,16434,02407664,0616434,Corralitos,Corralitos CDP,06,087,00277308,06087,Santa Cruz
1202,1,1201,1202,06,30420,02583027,0630420,Goodyears Bar,Goodyears Bar CDP,06,091,00277310,06091,Sierra
1203,1,1202,1203,06,24750,02612480,0624750,Forbestown,Forbestown CDP,06,007,01675842,06007,Butte
1204,1,1203,1204,06,06635,02407844,0606635,Big River,Big River CDP,06,071,00277300,06071,San Bernardino
1205,1,1204,1205,06,29154,02611434,0629154,Gasquet,Gasquet CDP,06,015,01682074,06015,Del Norte
1206,1,1205,1206,06,13966,02407631,0613966,Clearlake Oaks,Clearlake Oaks CDP,06,033,00277281,06033,Lake
1207,1,1206,1207,06,18153,02408643,0618153,Day Valley,Day Valley CDP,06,087,00277308,06087,Santa Cruz
1208,1,1207,1208,06,14302,02407643,0614302,Cobb,Cobb CDP,06,033,00277281,06033,Lake
1209,1,1208,1209,06,14442,02612478,0614442,Cohasset,Cohasset CDP,06,007,01675842,06007,Butte
1210,1,1209,1210,06,33935,02611435,0633935,Hiouchi,Hiouchi CDP,06,015,01682074,06015,Del Norte
1211,1,1210,1211,06,02168,02407744,0602168,Angwin,Angwin CDP,06,055,00277292,06055,Napa
1212,1,1211,1212,06,23826,02408208,0623826,Felton,Felton CDP,06,087,00277308,06087,Santa Cruz
1213,1,1212,1213,06,07064,02407863,0607064,Bloomington,Bloomington CDP,06,071,00277300,06071,San Bernardino
1214,1,1213,1214,06,33549,02408382,0633549,Hidden Valley Lake,Hidden Valley Lake CDP,06,033,00277281,06033,Lake
1215,1,1214,1215,06,51574,02612484,0651574,Nord,Nord CDP,06,007,01675842,06007,Butte
1216,1,1215,1216,06,18324,02408647,0618324,Deer Park,Deer Park CDP,06,055,00277292,06055,Napa
1217,1,1216,1217,06,25576,02408259,0625576,Freedom,Freedom CDP,06,087,00277308,06087,Santa Cruz
1218,1,1217,1218,06,36613,02408427,0636613,Interlaken,Interlaken CDP,06,087,00277308,06087,Santa Cruz
1219,1,1218,1219,06,49432,02583087,0649432,Moskowite Corner,Moskowite Corner CDP,06,055,00277292,06055,Napa
1220,1,1219,1220,06,07172,02407869,0607172,Bluewater,Bluewater CDP,06,071,00277300,06071,San Bernardino
1221,1,1220,1221,06,60662,02612486,0660662,Richvale,Richvale CDP,06,007,01675842,06007,Butte
1222,1,1221,1222,06,53196,02583102,0653196,Oakville,Oakville CDP,06,055,00277292,06055,Napa
1223,1,1222,1223,06,38044,02408468,0638044,Kelseyville,Kelseyville CDP,06,033,00277281,06033,Lake
1224,1,1223,1224,06,41922,02408622,0641922,Live Oak,Live Oak CDP,06,087,00277308,06087,Santa Cruz
1225,1,1224,1225,06,17162,02407681,0617162,Crestline,Crestline CDP,06,071,00277300,06071,San Bernardino
1226,1,1225,1226,06,59115,02612485,0659115,Rackerby,Rackerby CDP,06,007,01675842,06007,Butte
1227,1,1226,1227,06,44350,02408146,0644350,Lower Lake,Lower Lake CDP,06,033,00277281,06033,Lake
1228,1,1227,1228,06,63400,02583124,0663400,Rutherford,Rutherford CDP,06,055,00277292,06055,Napa
1229,1,1228,1229,06,37554,02408454,0637554,Joshua Tree,Joshua Tree CDP,06,071,00277300,06071,San Bernardino
1230,1,1229,1230,06,17995,02582990,0617995,Daphnedale Park,Daphnedale Park CDP,06,049,00277289,06049,Modoc
1231,1,1230,1231,06,53924,02408992,0653924,Pleasure Point,Pleasure Point CDP,06,087,00277308,06087,Santa Cruz
1232,1,1231,1232,06,71927,02583142,0671927,Silverado Resort,Silverado Resort CDP,06,055,00277292,06055,Napa
1233,1,1232,1233,06,39444,02408532,0639444,Lake Arrowhead,Lake Arrowhead CDP,06,071,00277300,06071,San Bernardino
1234,1,1233,1234,06,43126,02583062,0643126,Lookout,Lookout CDP,06,049,00277289,06049,Modoc
1235,1,1234,1235,06,60928,02409173,0660928,Rio del Mar,Rio del Mar CDP,06,087,00277308,06087,Santa Cruz
1236,1,1235,1236,06,44182,02407812,0644182,Los Osos,Los Osos CDP,06,079,00277304,06079,San Luis Obispo
1237,1,1236,1237,06,41194,02408601,0641194,Lenwood,Lenwood CDP,06,071,00277300,06071,San Bernardino
1238,1,1237,1238,06,72688,02408757,0672688,Soquel,Soquel CDP,06,087,00277308,06087,Santa Cruz
1239,1,1238,1239,06,44406,02408150,0644406,Lucerne,Lucerne CDP,06,033,00277281,06033,Lake
1240,1,1239,1240,06,51042,02583091,0651042,Newell,Newell CDP,06,049,00277289,06049,Modoc
1241,1,1240,1241,06,10074,02407941,0610074,Cambria,Cambria CDP,06,079,00277304,06079,San Luis Obispo
1242,1,1241,1242,06,46884,02408816,0646884,Mentone,Mentone CDP,06,071,00277300,06071,San Bernardino
1243,1,1242,1243,06,81050,02409372,0681050,Twin Lakes,Twin Lakes CDP,06,087,00277308,06087,Santa Cruz
1244,1,1243,1244,06,39472,02583049,0639472,Lake City,Lake City CDP,06,049,00277289,06049,Modoc
1245,1,1244,1245,06,07470,02582948,0607470,Bonny Doon,Bonny Doon CDP,06,087,00277308,06087,Santa Cruz
1246,1,1245,1246,06,47332,02408828,0647332,Middletown,Middletown CDP,06,033,00277281,06033,Lake
1247,1,1246,1247,06,12132,02407994,0612132,Cayucos,Cayucos CDP,06,079,00277304,06079,San Luis Obispo
1248,1,1247,1248,06,49348,02408870,0649348,Morongo Valley,Morongo Valley CDP,06,071,00277300,06071,San Bernardino
1249,1,1248,1249,06,08478,02582951,0608478,Brookdale,Brookdale CDP,06,087,00277308,06087,Santa Cruz
1250,1,1249,1250,06,51294,02408925,0651294,Nice,Nice CDP,06,033,00277281,06033,Lake
1251,1,1250,1251,06,25030,02583014,0625030,Fort Bidwell,Fort Bidwell CDP,06,049,00277289,06049,Modoc
1252,1,1251,1252,06,51990,02408942,0651990,North Lakeport,North Lakeport CDP,06,033,00277281,06033,Lake
1253,1,1252,1253,06,49684,02408883,0649684,Mountain View Acres,Mountain View Acres CDP,06,071,00277300,06071,San Bernardino
1254,1,1253,1254,06,39670,02408546,0639670,Lake Nacimiento,Lake Nacimiento CDP,06,079,00277304,06079,San Luis Obispo
1255,1,1254,1255,06,09834,02582955,0609834,California Pines,California Pines CDP,06,049,00277289,06049,Modoc
1256,1,1255,1256,06,18086,02582991,0618086,Davenport,Davenport CDP,06,087,00277308,06087,Santa Cruz
1257,1,1256,1257,06,50132,02408894,0650132,Muscoy,Muscoy CDP,06,071,00277300,06071,San Bernardino
1258,1,1257,1258,06,49796,02583088,0649796,Mount Hermon,Mount Hermon CDP,06,087,00277308,06087,Santa Cruz
1259,1,1258,1259,06,00310,02582927,0600310,Adin,Adin CDP,06,049,00277289,06049,Modoc
1260,1,1259,1260,06,81358,02409382,0681358,Upper Lake,Upper Lake CDP,06,033,00277281,06033,Lake
1261,1,1260,1261,06,63316,02409224,0663316,Running Springs,Running Springs CDP,06,071,00277300,06071,San Bernardino
1262,1,1261,1262,06,51476,02408927,0651476,Nipomo,Nipomo CDP,06,079,00277304,06079,San Luis Obispo
1263,1,1262,1263,06,40508,02583053,0640508,La Selva Beach,La Selva Beach CDP,06,087,00277308,06087,Santa Cruz
1264,1,1263,1264,06,12328,02582971,0612328,Cedarville,Cedarville CDP,06,049,00277289,06049,Modoc
1265,1,1264,1265,06,53294,02408974,0653294,Oceano,Oceano CDP,06,079,00277304,06079,San Luis Obispo
1266,1,1265,1266,06,13985,02582976,0613985,Clearlake Riviera,Clearlake Riviera CDP,06,033,00277281,06033,Lake
1267,1,1266,1267,06,64462,02409248,0664462,San Antonio Heights,San Antonio Heights CDP,06,071,00277300,06071,San Bernardino
1268,1,1267,1268,06,68266,02409265,0668266,San Miguel,San Miguel CDP,06,079,00277304,06079,San Luis Obispo
1269,1,1268,1269,06,10732,02582963,0610732,Canby,Canby CDP,06,049,00277289,06049,Modoc
1270,1,1269,1270,06,42510,02583060,0642510,Lompico,Lompico CDP,06,087,00277308,06087,Santa Cruz
1271,1,1270,1271,06,70728,02409296,0670728,Searles Valley,Searles Valley CDP,06,071,00277300,06071,San Bernardino
1272,1,1271,1272,06,71134,02408721,0671134,Shandon,Shandon CDP,06,079,00277304,06079,San Luis Obispo
1273,1,1272,1273,06,41390,02583057,0641390,Likely,Likely CDP,06,049,00277289,06049,Modoc
1274,1,1273,1274,06,86594,02409630,0686594,Wrightwood,Wrightwood CDP,06,071,00277300,06071,San Bernardino
1275,1,1274,1275,06,55048,02583104,0655048,Pajaro Dunes,Pajaro Dunes CDP,06,087,00277308,06087,Santa Cruz
1276,1,1275,1276,06,78162,02410065,0678162,Templeton,Templeton CDP,06,079,00277304,06079,San Luis Obispo
1277,1,1276,1277,06,51168,02583092,0651168,New Pine Creek,New Pine Creek CDP,06,049,00277289,06049,Modoc
1278,1,1277,1278,06,44644,02583066,0644644,Lytle Creek,Lytle Creek CDP,06,071,00277300,06071,San Bernardino
1279,1,1278,1279,06,55604,02583106,0655604,Paradise Park,Paradise Park CDP,06,087,00277308,06087,Santa Cruz
1280,1,1279,1280,06,20424,02628727,0620424,Eagleville,Eagleville CDP,06,049,00277289,06049,Modoc
1281,1,1280,1281,06,52715,02583099,0652715,Oak Glen,Oak Glen CDP,06,071,00277300,06071,San Bernardino
1282,1,1281,1282,06,10256,02407944,0610256,Cameron Park,Cameron Park CDP,06,017,00277273,06017,El Dorado
1283,1,1282,1283,06,56028,02583108,0656028,Pasatiempo,Pasatiempo CDP,06,087,00277308,06087,Santa Cruz
1284,1,1283,1284,06,03330,02582937,0603330,Avilla Beach,Avilla Beach CDP,06,079,00277304,06079,San Luis Obispo
1285,1,1284,1285,06,19220,02408669,0619220,Diamond Springs,Diamond Springs CDP,06,017,00277273,06017,El Dorado
1286,1,1285,1286,06,21880,02408055,0621880,El Dorado Hills,El Dorado Hills CDP,06,017,00277273,06017,El Dorado
1287,1,1286,1287,06,70644,02583132,0670644,Seacliff,Seacliff CDP,06,087,00277308,06087,Santa Cruz
1288,1,1287,1288,06,52760,02583100,0652760,Oak Hills,Oak Hills CDP,06,071,00277300,06071,San Bernardino
1289,1,1288,1289,06,73700,02583150,0673700,Spring Valley Lake,Spring Valley Lake CDP,06,071,00277300,06071,San Bernardino
1290,1,1289,1290,06,87090,02583188,0687090,Zayante,Zayante CDP,06,087,00277308,06087,Santa Cruz
1291,1,1290,1291,06,06935,02582945,0606935,Blacklake,Blacklake CDP,06,079,00277304,06079,San Luis Obispo
1292,1,1291,1292,06,29350,02408289,0629350,Georgetown,Georgetown CDP,06,017,00277273,06017,El Dorado
1293,1,1292,1293,06,09948,02582956,0609948,Callender,Callender CDP,06,079,00277304,06079,San Luis Obispo
1294,1,1293,1294,06,58030,02409086,0658030,Pollock Pines,Pollock Pines CDP,06,017,00277273,06017,El Dorado
1295,1,1294,1295,06,41040,02408590,0641040,Le Grand,Le Grand CDP,06,047,00277288,06047,Merced
1296,1,1295,1296,06,71964,02583143,0671964,Silver Lakes,Silver Lakes CDP,06,071,00277300,06071,San Bernardino
1297,1,1296,1297,06,57582,02409081,0657582,Planada,Planada CDP,06,047,00277288,06047,Merced
1298,1,1297,1298,06,28210,02583022,0628210,Garden Farms,Garden Farms CDP,06,079,00277304,06079,San Luis Obispo
1299,1,1298,1299,06,72954,02408762,0672954,South Dos Palos,South Dos Palos CDP,06,047,00277288,06047,Merced
1300,1,1299,1300,06,71554,02408727,0671554,Shingle Springs,Shingle Springs CDP,06,017,00277273,06017,El Dorado
1301,1,1300,1301,06,44042,02583063,0644042,Los Berros,Los Berros CDP,06,079,00277304,06079,San Luis Obispo
1302,1,1301,1302,06,44420,02627937,0644420,Lucerne Valley,Lucerne Valley CDP,06,071,00277300,06071,San Bernardino
1303,1,1302,1303,06,86076,02409616,0686076,Winton,Winton CDP,06,047,00277288,06047,Merced
1304,1,1303,1304,06,10270,02582961,0610270,Camino,Camino CDP,06,017,00277273,06017,El Dorado
1305,1,1304,1305,06,44242,02583065,0644242,Los Ranchos,Los Ranchos CDP,06,079,00277304,06079,San Luis Obispo
1306,1,1305,1306,06,56826,02627935,0656826,Phelan,Phelan CDP,06,071,00277300,06071,San Bernardino
1307,1,1306,1307,06,03708,02582939,0603708,Ballico,Ballico CDP,06,047,00277288,06047,Merced
1308,1,1307,1308,06,03205,02582982,0603205,Auburn Lake Trails,Auburn Lake Trails CDP,06,017,00277273,06017,El Dorado
1309,1,1308,1309,06,14764,02582981,0614764,Coloma,Coloma CDP,06,017,00277273,06017,El Dorado
1310,1,1309,1310,06,17078,02582986,0617078,Cressey,Cressey CDP,06,047,00277288,06047,Merced
1311,1,1310,1311,06,21565,02583005,0621565,Edna,Edna CDP,06,079,00277304,06079,San Luis Obispo
1312,1,1311,1312,06,57302,02627936,0657302,Piñon Hills,Piñon Hills CDP,06,071,00277300,06071,San Bernardino
1313,1,1312,1313,06,53160,02583101,0653160,Oak Shores,Oak Shores CDP,06,079,00277304,06079,San Luis Obispo
1314,1,1313,1314,06,19654,02582998,0619654,Dos Palos Y,Dos Palos Y CDP,06,047,00277288,06047,Merced
1315,1,1314,1315,06,77728,02628793,0677728,Tahoma,Tahoma CDP,06,061,00277295,06061,Placer
1316,1,1315,1316,06,34392,02629366,0634392,Homestead Valley,Homestead Valley CDP,06,071,00277300,06071,San Bernardino
1317,1,1316,1317,06,22286,02583007,0622286,El Nido,El Nido CDP,06,047,00277288,06047,Merced
1318,1,1317,1318,06,08338,02407907,0608338,Broadmoor,Broadmoor CDP,06,081,00277305,06081,San Mateo
1319,1,1318,1319,06,21936,02408056,0621936,El Granada,El Granada CDP,06,081,00277305,06081,San Mateo
1320,1,1319,1320,06,72478,02583147,0672478,Soda Bay,Soda Bay CDP,06,033,00277281,06033,Lake
1321,1,1320,1321,06,25488,02583016,0625488,Franklin,Franklin CDP,06,047,00277288,06047,Merced
1322,1,1321,1322,06,31302,02628736,0631302,Grizzly Flats,Grizzly Flats CDP,06,017,00277273,06017,El Dorado
1323,1,1322,1323,06,22587,02408080,0622587,Emerald Lake Hills,Emerald Lake Hills CDP,06,081,00277305,06081,San Mateo
1324,1,1323,1324,06,73690,02583149,0673690,Spring Valley,Spring Valley CDP,06,033,00277281,06033,Lake
1325,1,1324,1325,06,25114,02628733,0625114,Fort Irwin,Fort Irwin CDP,06,071,00277300,06071,San Bernardino
1326,1,1325,1326,06,45006,02583069,0645006,McSwain,McSwain CDP,06,047,00277288,06047,Merced
1327,1,1326,1327,06,33633,02408387,0633633,Highlands-Baywood Park,Highlands-Baywood Park CDP,06,081,00277305,06081,San Mateo
1328,1,1327,1328,06,14450,02628720,0614450,Cold Springs,Cold Springs CDP,06,017,00277273,06017,El Dorado
1329,1,1328,1329,06,70028,02583129,0670028,Santa Nella,Santa Nella CDP,06,047,00277288,06047,Merced
1330,1,1329,1330,06,48760,02408858,0648760,Montara,Montara CDP,06,081,00277305,06081,San Mateo
1331,1,1330,1331,06,16035,02407652,0616035,Concow,Concow CDP,06,007,01675842,06007,Butte
1332,1,1331,1332,06,03512,02628708,0603512,Baker,Baker CDP,06,071,00277300,06071,San Bernardino
1333,1,1332,1333,06,63218,02409220,0663218,Rowland Heights,Rowland Heights CDP,06,037,00277283,06037,Los Angeles
1334,1,1333,1334,06,72408,02583146,0672408,Snelling,Snelling CDP,06,047,00277288,06047,Merced
1335,1,1334,1335,06,77378,02410039,0677378,Sutter,Sutter CDP,06,101,00277315,06101,Sutter
1336,1,1335,1336,06,49446,02408873,0649446,Moss Beach,Moss Beach CDP,06,081,00277305,06081,San Mateo
1337,1,1336,1337,06,80882,02583170,0680882,Tuttle,Tuttle CDP,06,047,00277288,06047,Merced
1338,1,1337,1338,06,20270,02408696,0620270,Durham,Durham CDP,06,007,01675842,06007,Butte
1339,1,1338,1339,06,51840,02408940,0651840,North Fair Oaks,North Fair Oaks CDP,06,081,00277305,06081,San Mateo
1340,1,1339,1340,06,74144,02583152,0674144,Stevinson,Stevinson CDP,06,047,00277288,06047,Merced
1341,1,1340,1341,06,73276,02408771,0673276,South San Gabriel,South San Gabriel CDP,06,037,00277283,06037,Los Angeles
1342,1,1341,1342,06,84536,02409555,0684536,West Menlo Park,West Menlo Park CDP,06,081,00277305,06081,San Mateo
1343,1,1342,1343,06,20900,02583004,0620900,East Nicolaus,East Nicolaus CDP,06,101,00277315,06101,Sutter
1344,1,1343,1344,06,81312,02583172,0681312,University of California Merced,University of California Merced CDP,06,047,00277288,06047,Merced
1345,1,1344,1345,06,39094,02628745,0639094,Ladera,Ladera CDP,06,081,00277305,06081,San Mateo
1346,1,1345,1346,06,83108,02583179,0683108,Volta,Volta CDP,06,047,00277288,06047,Merced
1347,1,1346,1347,06,73290,02408772,0673290,South San Jose Hills,South San Jose Hills CDP,06,037,00277283,06037,Los Angeles
1348,1,1347,1348,06,51336,02583093,0651336,Nicolaus,Nicolaus CDP,06,101,00277315,06101,Sutter
1349,1,1348,1349,06,56756,02628775,0656756,Pescadero,Pescadero CDP,06,081,00277305,06081,San Mateo
1350,1,1349,1350,06,45120,02408161,0645120,Magalia,Magalia CDP,06,007,01675842,06007,Butte
1351,1,1350,1351,06,73430,02408778,0673430,South Whittier,South Whittier CDP,06,037,00277283,06037,Los Angeles
1352,1,1351,1352,06,60970,02583121,0660970,Rio Oso,Rio Oso CDP,06,101,00277315,06101,Sutter
1353,1,1352,1353,06,02700,02407762,0602700,Armona,Armona CDP,06,031,00277280,06031,Kings
1354,1,1353,1354,06,39318,02628746,0639318,La Honda,La Honda CDP,06,081,00277305,06081,San Mateo
1355,1,1354,1355,06,81638,02409392,0681638,Valinda,Valinda CDP,06,037,00277283,06037,Los Angeles
1356,1,1355,1356,06,80560,02583169,0680560,Trowbridge,Trowbridge CDP,06,101,00277315,06101,Sutter
1357,1,1356,1357,06,34281,02408397,0634281,Home Garden,Home Garden CDP,06,031,00277280,06031,Kings
1358,1,1357,1358,06,81967,02409388,0681967,Val Verde,Val Verde CDP,06,037,00277283,06037,Los Angeles
1359,1,1358,1359,06,42384,02628753,0642384,Loma Mar,Loma Mar CDP,06,081,00277305,06081,San Mateo
1360,1,1359,1360,06,38394,02408476,0638394,Kettleman City,Kettleman City CDP,06,031,00277280,06031,Kings
1361,1,1360,1361,06,82667,02409512,0682667,View Park-Windsor Hills,View Park-Windsor Hills CDP,06,037,00277283,06037,Los Angeles
1362,1,1361,1362,06,46926,02583078,0646926,Meridian,Meridian CDP,06,101,00277315,06101,Sutter
1363,1,1362,1363,06,82814,02409516,0682814,Vincent,Vincent CDP,06,037,00277283,06037,Los Angeles
1364,1,1363,1364,06,68434,02583127,0668434,San Simeon,San Simeon CDP,06,079,00277304,06079,San Luis Obispo
1365,1,1364,1365,06,41166,02408599,0641166,Lemoore Station,Lemoore Station CDP,06,031,00277280,06031,Kings
1366,1,1365,1366,06,62168,02583123,0662168,Robbins,Robbins CDP,06,101,00277315,06101,Sutter
1367,1,1366,1367,06,83402,02409528,0683402,Walnut Park,Walnut Park CDP,06,037,00277283,06037,Los Angeles
1368,1,1367,1368,06,69182,02583128,0669182,Santa Margarita,Santa Margarita CDP,06,079,00277304,06079,San Luis Obispo
1369,1,1368,1369,06,06028,02407831,0606028,Bermuda Dunes,Bermuda Dunes CDP,06,065,00277297,06065,Riverside
1370,1,1369,1370,06,84116,02409544,0684116,West Athens,West Athens CDP,06,037,00277283,06037,Los Angeles
1371,1,1370,1371,06,85222,02583185,0685222,Whitley Gardens,Whitley Gardens CDP,06,079,00277304,06079,San Luis Obispo
1372,1,1371,1372,06,84144,02409546,0684144,West Carson,West Carson CDP,06,037,00277283,06037,Los Angeles
1373,1,1372,1373,06,75252,02410009,0675252,Stratford,Stratford CDP,06,031,00277280,06031,Kings
1374,1,1373,1374,06,09360,02407936,0609360,Cabazon,Cabazon CDP,06,065,00277297,06065,Riverside
1375,1,1374,1375,06,30686,02628734,0630686,Grangeville,Grangeville CDP,06,031,00277280,06031,Kings
1376,1,1375,1376,06,84780,02409548,0684780,West Rancho Dominguez,West Rancho Dominguez CDP,06,037,00277283,06037,Los Angeles
1377,1,1376,1377,06,86380,02583186,0686380,Woodlands,Woodlands CDP,06,079,00277304,06079,San Luis Obispo
1378,1,1377,1378,06,12916,02408019,0612916,Cherry Valley,Cherry Valley CDP,06,065,00277297,06065,Riverside
1379,1,1378,1379,06,32156,02628738,0632156,Hardwick,Hardwick CDP,06,031,00277280,06031,Kings
1380,1,1379,1380,06,17232,02628724,0617232,Creston,Creston CDP,06,079,00277304,06079,San Luis Obispo
1381,1,1380,1381,06,84592,02409575,0684592,Westmont,Westmont CDP,06,037,00277283,06037,Los Angeles
1382,1,1381,1382,06,04632,02629759,0604632,Bear Creek,Bear Creek CDP,06,047,00277288,06047,Merced
1383,1,1382,1383,06,03209,02407781,0603209,August,August CDP,06,077,00277303,06077,San Joaquin
1384,1,1383,1384,06,84774,02409564,0684774,West Puente Valley,West Puente Valley CDP,06,037,00277283,06037,Los Angeles
1385,1,1384,1385,06,04478,02407810,0604478,Bayview,Bayview CDP,06,023,01681908,06023,Humboldt
1386,1,1385,1386,06,20697,02408708,0620697,East Hemet,East Hemet CDP,06,065,00277297,06065,Riverside
1387,1,1386,1387,06,84921,02409570,0684921,West Whittier-Los Nietos,West Whittier-Los Nietos CDP,06,037,00277283,06037,Los Angeles
1388,1,1387,1388,06,16651,02407672,0616651,Country Club,Country Club CDP,06,077,00277303,06077,San Joaquin
1389,1,1388,1389,06,17722,02408637,0617722,Cutten,Cutten CDP,06,023,01681908,06023,Humboldt
1390,1,1389,1390,06,34928,02408406,0634928,Humboldt Hill,Humboldt Hill CDP,06,023,01681908,06023,Humboldt
1391,1,1390,1391,06,85614,02409601,0685614,Willowbrook,Willowbrook CDP,06,037,00277283,06037,Los Angeles
1392,1,1391,1392,06,23630,02408117,0623630,Farmington,Farmington CDP,06,077,00277303,06077,San Joaquin
1393,1,1392,1393,06,21810,02408053,0621810,El Cerrito,El Cerrito CDP,06,065,00277297,06065,Riverside
1394,1,1393,1394,06,36126,02408413,0636126,Hydesville,Hydesville CDP,06,023,01681908,06023,Humboldt
1395,1,1394,1395,06,26028,02408261,0626028,French Camp,French Camp CDP,06,077,00277303,06077,San Joaquin
1396,1,1395,1396,06,00450,02582928,0600450,Agua Dulce,Agua Dulce CDP,06,037,00277283,06037,Los Angeles
1397,1,1396,1397,06,29644,02408298,0629644,Glen Avon,Glen Avon CDP,06,065,00277297,06065,Riverside
1398,1,1397,1398,06,28182,02408275,0628182,Garden Acres,Garden Acres CDP,06,077,00277303,06077,San Joaquin
1399,1,1398,1399,06,44910,02408201,0644910,McKinleyville,McKinleyville CDP,06,023,01681908,06023,Humboldt
